user_id,group,device_type,country,session_time,converted,revenue
1848,control,mobile,US,310.6149808830238,0,0.0
1849,variant,mobile,US,312.0290378863296,1,186.86646112353105
1850,control,desktop,JP,284.80386761923137,0,0.0
1851,control,desktop,TW,254.51739870834808,0,0.0
1852,variant,mobile,US,361.85754877393583,0,0.0
1853,control,mobile,US,365.6103996800766,0,0.0
1854,variant,mobile,TW,255.79454294850393,0,0.0
1855,variant,desktop,JP,292.3107417426904,0,0.0
1856,control,mobile,JP,292.82883917705357,0,0.0
1857,control,mobile,JP,298.3672048129845,0,0.0
1858,control,desktop,JP,303.2147439293791,0,0.0
1859,control,desktop,US,347.343073082309,0,0.0
1860,variant,mobile,TW,262.6391345756628,0,0.0
1861,variant,mobile,TW,257.682650424367,0,0.0
1862,control,desktop,US,361.83098710714876,0,0.0
1863,variant,mobile,US,276.8677629059351,0,0.0
1864,variant,mobile,US,236.8482323211467,0,0.0
1865,variant,desktop,TW,275.7435028950065,0,0.0
1866,variant,desktop,TW,283.49736323779996,0,0.0
1867,control,desktop,TW,377.74813638628825,0,0.0
1868,control,mobile,JP,346.24131061883685,0,0.0
1869,variant,desktop,US,357.3760308316121,0,0.0
1870,control,desktop,US,340.9986821173393,0,0.0
1871,control,mobile,US,347.3121835807657,0,0.0
1872,control,mobile,TW,265.5958936709841,0,0.0
1873,variant,desktop,US,290.0698922323258,0,0.0
1874,variant,desktop,US,250.50423434882256,0,0.0
1875,variant,mobile,JP,289.47559847314835,0,0.0
1876,control,mobile,TW,334.20524954673704,1,123.5582087309906
1877,variant,desktop,US,306.72916424061236,0,0.0
1878,variant,desktop,TW,365.5740409480147,1,130.0130736355011
1879,control,mobile,TW,242.92921038863904,0,0.0
1880,variant,desktop,TW,325.01191753491196,0,0.0
1881,variant,mobile,JP,237.5848599065341,0,0.0
1882,control,desktop,TW,304.7088234586821,0,0.0
1883,control,mobile,TW,337.01667112782394,0,0.0
1884,control,mobile,TW,289.27487165878904,0,0.0
1885,variant,desktop,US,327.5563302043478,0,0.0
1886,variant,desktop,JP,252.0133832583533,1,190.22792194845726
1887,variant,mobile,US,216.81550109018085,0,0.0
1888,control,desktop,JP,327.85148112439015,0,0.0
1889,control,desktop,JP,387.2005117037866,0,0.0
1890,variant,desktop,TW,250.1977529915054,0,0.0
1891,variant,mobile,TW,361.10970900533977,0,0.0
1892,control,desktop,US,302.17117044082056,0,0.0
1893,control,desktop,JP,233.2154239153462,0,0.0
1894,control,mobile,TW,243.42473493239186,0,0.0
1895,control,desktop,TW,300.7892386680325,0,0.0
1896,variant,desktop,TW,279.7768856037948,0,0.0
1897,control,mobile,TW,234.35435116208805,0,0.0
1898,variant,mobile,US,215.29803593872975,0,0.0
1899,variant,desktop,US,257.6640336036747,0,0.0
1900,variant,desktop,TW,309.6904504165559,0,0.0
1901,control,mobile,TW,299.6799623698431,0,0.0
1902,control,mobile,TW,274.9381021249961,1,98.38333505132607
1903,control,desktop,TW,310.0943597145741,0,0.0
1904,control,desktop,TW,352.0013359931344,0,0.0
1905,variant,desktop,JP,319.7063255217074,0,0.0
1906,control,mobile,JP,293.934566430521,0,0.0
1907,control,desktop,JP,346.40360033303443,1,154.96173722670105
1908,variant,mobile,JP,252.00748488918526,0,0.0
1909,control,mobile,TW,288.75402302223245,0,0.0
1910,variant,mobile,JP,289.9456032199816,0,0.0
1911,variant,desktop,JP,238.15233707785774,0,0.0
1912,variant,desktop,US,279.0062918857821,0,0.0
1913,variant,desktop,JP,196.25201595523487,0,0.0
1914,variant,mobile,JP,395.60890238314767,0,0.0
1915,variant,desktop,TW,253.12931057818435,0,0.0
1916,variant,mobile,JP,379.30570657106557,1,95.9999907323122
1917,variant,mobile,JP,301.90422528597463,1,100.82500674700341
1918,control,mobile,TW,328.24320660779796,0,0.0
1919,control,mobile,JP,275.5600100824534,0,0.0
1920,control,mobile,TW,310.3964845980837,0,0.0
1921,control,mobile,JP,332.5244819994218,0,0.0
1922,variant,desktop,US,333.2276207197091,1,80.73474602748229
1923,control,mobile,US,338.73866950371786,0,0.0
1924,variant,desktop,JP,281.5833644980412,0,0.0
1925,control,mobile,US,275.98201637543224,0,0.0
1926,control,desktop,TW,220.29118373661981,0,0.0
1927,control,desktop,JP,326.1609505588468,0,0.0
1928,variant,desktop,TW,354.1189355661721,0,0.0
1929,control,desktop,US,380.79908399589647,0,0.0
1930,variant,mobile,TW,315.2586317290254,0,0.0
1931,variant,mobile,US,261.67601135457153,0,0.0
1932,control,mobile,US,215.1451928355272,0,0.0
1933,control,mobile,US,352.0833366541675,0,0.0
1934,control,desktop,TW,210.18617166112324,0,0.0
1935,variant,desktop,US,282.96979611281165,0,0.0
1936,control,desktop,JP,288.78465860281773,0,0.0
1937,variant,mobile,US,296.527243107449,0,0.0
1938,variant,desktop,JP,301.790130001792,0,0.0
1939,control,mobile,JP,306.90737781837873,1,87.09242221444593
1940,control,desktop,JP,179.2318368960735,0,0.0
1941,variant,desktop,JP,300.73279549350633,0,0.0
1942,variant,desktop,TW,188.52122129440613,0,0.0
1943,variant,desktop,JP,336.61090365454976,0,0.0
1944,control,desktop,US,272.2437422098194,0,0.0
1945,variant,mobile,JP,192.14816373883247,0,0.0
1946,control,desktop,US,259.2897661307312,0,0.0
1947,variant,mobile,TW,271.4962330407673,0,0.0
1948,variant,mobile,JP,359.53498087775023,1,85.71051135295627
1949,control,mobile,US,309.83188708751226,1,189.17165105653797
1950,variant,mobile,TW,317.222247217529,1,154.8475983607637
1951,control,mobile,TW,359.06108171103006,0,0.0
1952,control,mobile,US,295.1927856037755,0,0.0
1953,variant,mobile,JP,337.70939805162016,0,0.0
1954,control,mobile,TW,334.1930556965996,0,0.0
1955,control,desktop,US,235.67652532152937,0,0.0
1956,variant,desktop,JP,373.6491788814915,0,0.0
1957,control,mobile,TW,228.98491099646526,0,0.0
1958,control,mobile,US,345.8683324738924,0,0.0
1959,control,mobile,TW,224.14634815471837,0,0.0
1960,variant,desktop,TW,330.06183940758365,0,0.0
1961,control,desktop,US,393.0957439075086,0,0.0
1962,variant,mobile,TW,289.3510671724894,0,0.0
1963,variant,mobile,US,287.18221785734266,1,54.25553285782212
1964,control,desktop,JP,330.52199996584244,0,0.0
1965,control,desktop,US,283.53017720187285,0,0.0
1966,control,mobile,JP,390.9139351871411,1,182.48473392219685
1967,variant,mobile,TW,309.60961247293477,0,0.0
1968,control,mobile,US,283.9915245889637,0,0.0
1969,control,mobile,US,272.98572360521587,0,0.0
1970,control,desktop,US,253.35257649134897,0,0.0
1971,control,desktop,US,268.6122506621255,0,0.0
1972,control,mobile,JP,282.4663303170702,0,0.0
1973,variant,mobile,JP,275.618046325071,0,0.0
1974,variant,mobile,TW,267.0912362931448,0,0.0
1975,control,desktop,TW,404.942061517622,1,172.95673310189898
1976,control,mobile,TW,248.4952461755255,0,0.0
1977,control,mobile,TW,307.33162938230873,0,0.0
1978,control,mobile,US,329.6260504880436,0,0.0
1979,variant,desktop,JP,331.50539977918663,0,0.0
1980,control,mobile,JP,297.0696462108764,0,0.0
1981,variant,desktop,JP,287.9648714076345,0,0.0
1982,variant,mobile,JP,322.5773745619753,0,0.0
1983,control,mobile,TW,313.32608249891,0,0.0
1984,variant,mobile,US,287.0520582616243,0,0.0
1985,variant,desktop,JP,221.90607141377848,0,0.0
1986,variant,mobile,US,276.60381388333764,0,0.0
1987,variant,mobile,US,242.6724918146271,0,0.0
1988,control,desktop,US,266.6420224966837,1,112.50556141927414
1989,control,desktop,US,301.661161925848,0,0.0
1990,variant,desktop,JP,317.9368071998308,1,157.02787685766492
1991,control,mobile,JP,389.0226375646203,0,0.0
1992,control,desktop,JP,273.12968105480934,0,0.0
1993,control,mobile,TW,338.7312817637575,0,0.0
1994,control,desktop,JP,315.2980012218918,0,0.0
1995,control,desktop,TW,364.7998835319895,0,0.0
1996,variant,desktop,TW,328.8114359797813,1,197.33180513427615
1997,control,mobile,TW,249.5759286356842,0,0.0
1998,control,mobile,JP,213.84769853543844,0,0.0
1999,control,mobile,JP,315.56308498337523,0,0.0
2000,control,mobile,JP,273.57745010498047,0,0.0
2001,variant,mobile,TW,250.98431270247013,0,0.0
2002,variant,mobile,TW,236.6211147733461,0,0.0
2003,variant,mobile,US,308.0487748793578,0,0.0
2004,variant,mobile,TW,375.38538496566827,0,0.0
2005,control,mobile,TW,279.5663827146979,0,0.0
2006,variant,desktop,JP,329.5135155537661,0,0.0
2007,control,desktop,US,294.88668248912035,0,0.0
2008,control,mobile,US,235.53089554483034,0,0.0
2009,control,mobile,US,336.7405671755209,0,0.0
2010,control,mobile,JP,245.26539779863143,0,0.0
2011,control,mobile,US,301.0813315296782,0,0.0
2012,variant,desktop,US,282.92397924973477,0,0.0
2013,variant,desktop,JP,344.65387172828457,0,0.0
2014,variant,mobile,US,247.09245037646565,1,184.3540420166425
2015,variant,desktop,TW,319.543495390098,0,0.0
2016,control,desktop,TW,258.01012963256494,0,0.0
2017,variant,mobile,TW,274.4447393835608,0,0.0
2018,control,mobile,TW,118.2399886229949,0,0.0
2019,variant,mobile,TW,404.60492858089543,0,0.0
2020,control,mobile,TW,327.5278466413116,0,0.0
2021,control,desktop,TW,261.6326257030918,0,0.0
2022,variant,mobile,TW,243.76721558335032,0,0.0
2023,control,desktop,TW,275.217562356033,0,0.0
2024,control,mobile,JP,335.8439767409726,0,0.0
2025,variant,desktop,JP,205.39575372075373,0,0.0
2026,control,mobile,TW,292.9207790352831,0,0.0
2027,variant,mobile,JP,388.5320936231337,0,0.0
2028,variant,desktop,JP,243.3026832016098,0,0.0
2029,variant,desktop,TW,304.0192519381828,1,192.15346023244268
2030,control,desktop,TW,410.1654907628879,0,0.0
2031,control,mobile,JP,331.6075814845386,0,0.0
2032,control,desktop,TW,306.29619102427273,0,0.0
2033,variant,desktop,TW,325.33182274545015,0,0.0
2034,control,desktop,TW,279.95673324951485,1,109.07041162887519
2035,variant,desktop,TW,364.981564265172,1,186.65637268995107
2036,variant,desktop,JP,280.0334988549894,0,0.0
2037,control,desktop,US,202.04091956320116,0,0.0
2038,variant,desktop,JP,280.434844802977,0,0.0
2039,control,desktop,US,251.66327350616484,1,107.13557737550015
2040,control,desktop,US,285.94029939012853,1,72.25589992346164
2041,control,mobile,US,287.04579704596847,0,0.0
2042,control,mobile,JP,359.87115999024536,0,0.0
2043,control,desktop,JP,334.7646363332193,0,0.0
2044,variant,mobile,JP,313.1632743787698,0,0.0
2045,variant,mobile,JP,299.85272943337026,0,0.0
2046,variant,desktop,JP,247.0570995571003,0,0.0
2047,control,desktop,US,190.94123811671614,0,0.0
2048,control,desktop,JP,305.65800056963917,0,0.0
2049,control,desktop,US,339.73206017868296,0,0.0
2050,variant,desktop,JP,294.5833058377705,0,0.0
2051,control,desktop,JP,273.257283860665,0,0.0
2052,variant,mobile,TW,323.2251082607106,1,57.16583979251651
2053,variant,desktop,US,295.8333899687826,0,0.0
2054,control,mobile,JP,384.28720959869804,0,0.0
2055,control,desktop,JP,361.6364171034142,0,0.0
2056,variant,desktop,JP,347.97540285116645,0,0.0
2057,control,mobile,TW,337.88670571049516,0,0.0
2058,variant,desktop,US,235.49162927742714,0,0.0
2059,control,desktop,JP,333.14968510263,1,130.5150700967946
2060,control,mobile,JP,318.81629788232874,1,178.0208596911705
2061,variant,desktop,JP,330.32123641955815,0,0.0
2062,control,mobile,TW,324.63047434065265,0,0.0
2063,variant,desktop,JP,322.6381293924033,0,0.0
2064,control,desktop,US,435.0433234774797,0,0.0
2065,variant,mobile,US,296.19071650240403,0,0.0
2066,variant,desktop,US,346.81686904146653,0,0.0
2067,control,mobile,US,276.45050948679983,1,72.16698076737082
2068,variant,mobile,JP,339.5320791943836,0,0.0
2069,control,mobile,TW,346.9659945116228,0,0.0
2070,control,desktop,TW,318.2213038567674,0,0.0
2071,control,desktop,TW,383.462347118825,0,0.0
2072,variant,mobile,JP,255.78619818197913,0,0.0
2073,variant,desktop,TW,275.6389529165889,0,0.0
2074,control,desktop,US,310.61900430117447,0,0.0
2075,control,desktop,JP,344.0403426742111,0,0.0
2076,variant,mobile,TW,308.97147606474664,0,0.0
2077,control,desktop,US,364.2879518255283,0,0.0
2078,control,mobile,US,266.91550645168405,0,0.0
2079,variant,desktop,JP,242.97107552557227,1,183.11135363732274
2080,control,desktop,JP,315.40641682682525,0,0.0
2081,variant,mobile,TW,296.1409861943152,1,157.9442891905904
2082,control,desktop,TW,327.143186017911,1,171.73811415811196
2083,variant,mobile,TW,298.6298854566748,1,118.67852116852406
2084,control,desktop,JP,282.9990104688271,0,0.0
2085,control,mobile,TW,296.2531214138138,0,0.0
2086,variant,desktop,TW,301.44244473965927,0,0.0
2087,control,desktop,US,284.7509350075835,0,0.0
2088,variant,desktop,US,289.8433976838286,0,0.0
2089,control,mobile,US,279.8203331506545,0,0.0
2090,variant,mobile,TW,342.83325599347035,0,0.0
2091,variant,mobile,JP,309.70105022529,0,0.0
2092,variant,desktop,US,412.8376236084383,0,0.0
2093,variant,mobile,JP,308.0352275639231,0,0.0
2094,control,mobile,TW,272.4571264835669,0,0.0
2095,control,mobile,TW,433.53376874315325,0,0.0
2096,variant,mobile,US,320.6813188857168,0,0.0
2097,variant,mobile,JP,349.50623934464085,1,153.89634856256916
2098,variant,mobile,US,329.6051491601246,0,0.0
2099,control,mobile,TW,331.1505514648874,0,0.0
2100,control,mobile,JP,326.7827025676237,0,0.0
2101,control,mobile,US,244.89577176119673,0,0.0
2102,control,mobile,TW,318.3764523780706,1,75.03119519879928
2103,variant,desktop,US,233.75693480748805,0,0.0
2104,variant,desktop,JP,291.2818581793733,0,0.0
2105,variant,mobile,JP,263.7191271718356,0,0.0
2106,control,desktop,JP,317.8735092924362,0,0.0
2107,control,desktop,JP,316.70631236691173,0,0.0
2108,control,mobile,JP,324.0572945382593,0,0.0
2109,variant,mobile,US,314.36482863745437,0,0.0
2110,variant,mobile,US,269.65873291068004,0,0.0
2111,control,desktop,US,286.949825532416,0,0.0
2112,variant,mobile,US,346.0198080627242,0,0.0
2113,control,desktop,TW,353.39283386472,0,0.0
2114,control,mobile,TW,242.66084506867253,0,0.0
2115,variant,desktop,US,223.4536183743677,0,0.0
2116,control,desktop,TW,263.6555308397644,0,0.0
2117,variant,mobile,TW,352.26037910161256,0,0.0
2118,control,mobile,JP,360.7442015091517,0,0.0
2119,variant,desktop,US,253.76440597994142,0,0.0
2120,variant,desktop,TW,315.36546768681694,0,0.0
2121,variant,mobile,TW,391.72156665700436,0,0.0
2122,control,mobile,US,320.7655738620167,0,0.0
2123,control,desktop,JP,371.07516426165466,0,0.0
2124,variant,mobile,US,349.9363285041549,0,0.0
2125,variant,desktop,JP,254.49006468860446,0,0.0
2126,control,mobile,TW,290.5009288251461,0,0.0
2127,control,mobile,JP,301.7377239145924,0,0.0
2128,control,mobile,JP,305.206669401067,0,0.0
2129,variant,desktop,US,345.8164476719286,1,106.10597593605587
2130,control,mobile,TW,320.43423811377045,0,0.0
2131,control,desktop,US,153.18995281109423,0,0.0
2132,variant,mobile,US,234.3579863453637,1,163.98114928187294
2133,control,desktop,TW,190.63095425119786,0,0.0
2134,control,desktop,US,308.7682620327667,0,0.0
2135,control,mobile,US,312.0243824733881,0,0.0
2136,variant,desktop,JP,314.1612479305359,0,0.0
2137,variant,desktop,US,252.0535866142692,0,0.0
2138,variant,desktop,TW,333.70720025599945,0,0.0
2139,variant,desktop,US,335.81312482342645,1,166.65655353304055
2140,variant,mobile,JP,237.2425466397421,0,0.0
2141,variant,mobile,US,226.6980899275564,0,0.0
2142,variant,mobile,US,299.9934156886531,0,0.0
2143,control,desktop,US,389.58911368066794,0,0.0
2144,control,desktop,JP,384.9871371099321,0,0.0
2145,variant,mobile,TW,328.17021802240265,0,0.0
2146,control,mobile,TW,263.50016642099615,0,0.0
2147,control,desktop,JP,344.34213297442926,0,0.0
2148,variant,mobile,JP,277.37878675954795,0,0.0
2149,control,mobile,US,261.6246481663095,0,0.0
2150,control,desktop,TW,192.80165841890027,0,0.0
2151,control,mobile,JP,305.1191099173827,0,0.0
2152,control,desktop,TW,268.5066325431312,0,0.0
2153,control,mobile,US,304.82151897642524,1,168.24090467022802
2154,variant,desktop,JP,185.03211518814692,0,0.0
2155,variant,desktop,TW,308.49133362918434,0,0.0
2156,variant,desktop,TW,178.4439418014186,0,0.0
2157,control,desktop,US,354.39701266342763,0,0.0
2158,variant,desktop,JP,326.09456170675423,0,0.0
2159,control,mobile,TW,286.06676142877063,0,0.0
2160,control,mobile,US,328.13599300410397,0,0.0
2161,control,mobile,TW,251.09628686682237,0,0.0
2162,control,desktop,US,303.6187757807446,1,80.6263988846918
2163,variant,mobile,TW,339.7387019230168,0,0.0
2164,variant,desktop,TW,145.28553754543051,0,0.0
2165,control,desktop,US,277.6387820161238,0,0.0
2166,variant,mobile,JP,298.8677934931813,0,0.0
2167,control,desktop,US,290.1853191127117,0,0.0
2168,variant,mobile,JP,372.85509131137024,1,68.92595246740555
2169,variant,desktop,TW,243.80494375385578,0,0.0
2170,control,desktop,TW,268.94203782773855,0,0.0
2171,variant,mobile,US,204.20654868457757,0,0.0
2172,control,desktop,US,375.51433256365726,0,0.0
2173,variant,mobile,JP,287.68549286956,0,0.0
2174,control,desktop,JP,278.07955559816463,0,0.0
2175,control,mobile,JP,297.3758658844643,1,120.5697142757333
2176,variant,desktop,US,331.8117914215162,0,0.0
2177,variant,mobile,TW,317.36817017580626,0,0.0
2178,control,mobile,US,432.3942106778544,1,151.99237601746256
2179,variant,desktop,TW,322.6967944201887,0,0.0
2180,variant,mobile,US,276.73772854154595,0,0.0
2181,control,desktop,US,271.93216312380264,0,0.0
2182,control,desktop,JP,280.36205237915954,0,0.0
2183,variant,mobile,TW,224.9081537685081,0,0.0
2184,control,mobile,US,301.9932103745793,0,0.0
2185,control,mobile,US,339.17340531044584,0,0.0
2186,control,mobile,TW,269.3318199688382,0,0.0
2187,variant,mobile,US,259.6309971857944,0,0.0
2188,variant,desktop,TW,375.7972573147117,0,0.0
2189,control,mobile,JP,228.67584216894176,0,0.0
2190,variant,desktop,JP,196.60908117613494,0,0.0
2191,control,mobile,TW,242.35490281763086,0,0.0
2192,variant,mobile,JP,222.9783641437852,0,0.0
2193,control,mobile,TW,319.3113032052291,0,0.0
2194,control,desktop,US,281.9647749775213,0,0.0
2195,variant,mobile,US,289.015647748808,0,0.0
2196,control,desktop,TW,357.6467088487387,0,0.0
2197,variant,desktop,US,265.4332569418612,0,0.0
2198,variant,desktop,JP,338.754470587282,1,159.50544432873806
2199,control,mobile,US,375.56613996016017,0,0.0
2200,control,desktop,US,277.21687509931695,1,52.081491802578086
2201,variant,mobile,TW,336.85114277781565,0,0.0
2202,control,desktop,JP,287.909104373551,0,0.0
2203,control,mobile,US,346.20490644203943,0,0.0
2204,control,desktop,US,221.42554062118634,0,0.0
2205,control,mobile,TW,217.72438774373268,0,0.0
2206,control,mobile,TW,280.43661425462295,0,0.0
2207,variant,mobile,JP,255.55375954701145,0,0.0
2208,variant,desktop,US,274.16454452850576,0,0.0
2209,control,desktop,TW,289.023670877643,0,0.0
2210,control,mobile,TW,336.0006765918126,0,0.0
2211,control,desktop,TW,279.61697107170323,0,0.0
2212,variant,desktop,JP,258.80693446884567,0,0.0
2213,control,desktop,TW,282.42433116205507,0,0.0
2214,variant,desktop,JP,261.5427360096691,0,0.0
2215,variant,desktop,JP,253.2997248968643,0,0.0
2216,variant,desktop,US,219.34915932115155,0,0.0
2217,control,desktop,US,303.47390581105395,1,73.14010463455946
2218,variant,mobile,JP,271.56471467014734,0,0.0
2219,control,mobile,US,348.3139369617336,0,0.0
2220,variant,desktop,US,227.63019539705297,0,0.0
2221,control,mobile,TW,272.8958222476061,0,0.0
2222,variant,mobile,US,390.64536103293744,1,80.33540275284193
2223,control,mobile,JP,253.01952414510754,0,0.0
2224,variant,desktop,US,288.1733373951938,0,0.0
2225,control,desktop,TW,239.2078008587316,0,0.0
2226,control,desktop,JP,232.57862436095095,0,0.0
2227,control,desktop,US,377.3655491543839,0,0.0
2228,control,desktop,JP,308.5519746318574,0,0.0
2229,variant,mobile,US,306.68394191188116,0,0.0
2230,variant,desktop,TW,215.18418824418887,0,0.0
2231,control,mobile,US,317.9370694054152,0,0.0
2232,variant,desktop,JP,357.8710972996913,0,0.0
2233,control,mobile,JP,357.4738530414265,0,0.0
2234,control,desktop,JP,333.41666148030805,0,0.0
2235,variant,desktop,US,243.5257211202298,1,153.88708754160945
2236,control,desktop,US,315.6561708596496,0,0.0
2237,control,desktop,US,333.37924802383037,0,0.0
2238,variant,desktop,TW,210.27782074555495,1,94.55797707903712
2239,control,desktop,TW,243.93602042591075,0,0.0
2240,control,mobile,TW,344.40786608717207,0,0.0
2241,control,desktop,JP,343.80228883359644,0,0.0
2242,control,mobile,JP,222.5708483189304,1,148.463220637326
2243,variant,desktop,JP,339.7510729634586,0,0.0
2244,variant,mobile,JP,304.7651699576809,0,0.0
2245,variant,mobile,JP,339.0504477303576,0,0.0
2246,control,mobile,US,268.2739338283029,1,85.132376465461
2247,control,mobile,JP,332.2591748240451,0,0.0
2248,variant,mobile,US,342.1914387242812,0,0.0
2249,control,mobile,TW,282.43325322721444,0,0.0
2250,control,desktop,TW,300.8876273086643,1,92.62268597296726
2251,control,mobile,TW,267.57391852476735,0,0.0
2252,control,desktop,TW,382.58194743429397,0,0.0
2253,variant,desktop,TW,293.9864030337117,0,0.0
2254,variant,mobile,JP,253.8987837411409,0,0.0
2255,variant,mobile,JP,264.20870430626246,0,0.0
2256,control,desktop,JP,306.33853005710563,0,0.0
2257,variant,mobile,TW,337.66655858891056,0,0.0
2258,variant,mobile,TW,233.20865774247392,0,0.0
2259,control,mobile,US,392.38300014712246,0,0.0
2260,control,mobile,JP,315.4337647027808,0,0.0
2261,variant,mobile,TW,323.3227986484706,0,0.0
2262,variant,mobile,TW,295.14052280882817,0,0.0
2263,variant,mobile,TW,300.9629483675563,0,0.0
2264,variant,desktop,US,292.5858431036298,0,0.0
2265,control,mobile,TW,350.889798451798,0,0.0
2266,variant,desktop,US,299.60357062733146,0,0.0
2267,variant,desktop,US,338.3525109246355,0,0.0
2268,control,desktop,JP,278.3076238323714,0,0.0
2269,variant,desktop,TW,309.7820264156158,0,0.0
2270,control,mobile,US,259.8039827880289,0,0.0
2271,control,desktop,TW,360.82641162747683,0,0.0
2272,control,desktop,JP,258.3126379640442,0,0.0
2273,variant,desktop,JP,283.75102778693366,0,0.0
2274,variant,desktop,US,284.2519793772627,1,59.95328915000738
2275,control,desktop,JP,282.3024306163116,0,0.0
2276,variant,mobile,JP,336.12478847214686,0,0.0
2277,variant,mobile,JP,284.16711176316784,1,102.56082705654228
2278,control,desktop,TW,369.6962265270536,0,0.0
2279,control,mobile,TW,259.0762456934916,1,59.865618842023025
2280,variant,mobile,US,308.46887349713535,0,0.0
2281,control,desktop,US,261.21070053437,0,0.0
2282,variant,desktop,JP,321.04863912657333,0,0.0
2283,variant,desktop,JP,299.2025136511615,0,0.0
2284,variant,mobile,US,292.2468977650761,0,0.0
2285,variant,desktop,JP,359.4237483251762,0,0.0
2286,control,mobile,US,267.28290644724484,0,0.0
2287,control,mobile,TW,329.3257578809,0,0.0
2288,control,mobile,JP,261.5520043662604,0,0.0
2289,control,desktop,JP,305.6342600080187,0,0.0
2290,variant,mobile,JP,240.22123358882772,0,0.0
2291,variant,desktop,TW,266.87414268466296,1,74.82615665384992
2292,control,desktop,TW,295.89284772135676,0,0.0
2293,variant,desktop,JP,390.7324583661539,0,0.0
2294,variant,desktop,US,305.0401935229887,1,59.781901187502136
2295,variant,desktop,TW,382.7334157933353,0,0.0
2296,control,mobile,JP,311.0161645845459,0,0.0
2297,control,mobile,JP,280.64578777625303,0,0.0
2298,control,mobile,TW,376.96782613003467,1,122.82646351729295
2299,variant,mobile,US,321.85088110367093,0,0.0
2300,control,mobile,JP,267.8639203058643,0,0.0
2301,control,desktop,US,323.52857297001486,0,0.0
2302,control,desktop,US,285.3702625046195,0,0.0
2303,control,mobile,TW,200.54829019143523,0,0.0
2304,control,mobile,JP,346.7986579632809,0,0.0
2305,control,mobile,JP,354.74670278209646,0,0.0
2306,variant,desktop,US,391.89710149961377,0,0.0
2307,variant,desktop,TW,321.1071846097631,0,0.0
2308,control,desktop,TW,287.56382879587335,1,60.68929463871639
2309,control,mobile,TW,341.7494713689293,1,91.71354457724827
2310,variant,mobile,US,342.49101826594534,0,0.0
2311,variant,mobile,US,381.9140591568211,0,0.0
2312,control,mobile,JP,297.7686188466779,0,0.0
2313,control,desktop,TW,291.72105137162026,0,0.0
2314,control,mobile,US,264.2227790120736,1,68.86729997060168
2315,control,mobile,TW,326.8731043362601,0,0.0
2316,variant,mobile,US,222.58691658845822,0,0.0
2317,control,desktop,JP,338.8043686431282,1,186.82983328686845
2318,control,desktop,TW,329.3917560932895,0,0.0
2319,control,mobile,US,329.2535101229186,0,0.0
2320,control,desktop,TW,306.911261825092,0,0.0
2321,variant,desktop,US,376.6489123765542,0,0.0
2322,variant,desktop,US,343.59967327134314,0,0.0
2323,variant,desktop,US,269.64614043121503,0,0.0
2324,control,desktop,TW,270.54104751511767,1,110.75836468212347
2325,control,mobile,US,256.01630932926815,0,0.0
2326,variant,mobile,JP,327.5641666387794,0,0.0
2327,control,mobile,TW,249.99305393800216,0,0.0
2328,control,desktop,JP,354.1696071791676,0,0.0
2329,variant,desktop,JP,366.14866541727713,0,0.0
2330,variant,desktop,TW,256.04918655247747,1,93.90665034655689
2331,variant,desktop,US,290.7225732703573,0,0.0
2332,variant,mobile,JP,300.8310490681207,0,0.0
2333,control,mobile,TW,344.1991580234834,0,0.0
2334,control,mobile,US,380.46716878049386,0,0.0
2335,variant,mobile,TW,215.72538035657112,0,0.0
2336,control,mobile,TW,284.09096412366586,0,0.0
2337,variant,mobile,TW,286.69916522198264,0,0.0
2338,variant,desktop,US,229.9665072556726,0,0.0
2339,control,desktop,JP,275.74449903479695,0,0.0
2340,variant,mobile,JP,321.38844721753054,0,0.0
2341,control,desktop,TW,286.06605485802214,1,147.78574411743068
2342,control,mobile,TW,222.7689415696293,0,0.0
2343,control,mobile,US,443.70413490049566,1,180.50935279277195
2344,control,desktop,TW,313.308893260209,0,0.0
2345,variant,mobile,TW,305.58470650533377,0,0.0
2346,control,mobile,TW,245.10368184664767,0,0.0
2347,variant,mobile,JP,313.03530809856375,0,0.0
2348,variant,desktop,TW,291.7893107979253,0,0.0
2349,variant,desktop,JP,205.57382936422968,0,0.0
2350,variant,desktop,US,246.48722799927918,0,0.0
2351,control,desktop,US,339.74630088369724,1,196.57582462953496
2352,control,mobile,JP,397.2008825000221,0,0.0
2353,variant,desktop,JP,318.35827025215224,0,0.0
2354,variant,desktop,JP,355.15416391466835,0,0.0
2355,control,desktop,JP,292.2122345708395,0,0.0
2356,variant,mobile,TW,295.6726919659699,0,0.0
2357,control,desktop,JP,354.5489513809733,0,0.0
2358,variant,desktop,JP,383.13886445897344,0,0.0
2359,control,mobile,JP,365.0548346732811,0,0.0
2360,variant,mobile,TW,246.68184623075905,1,130.28973062821782
2361,variant,mobile,TW,296.65205548423774,0,0.0
2362,control,mobile,TW,313.8762342238148,0,0.0
2363,variant,desktop,US,287.01610182462355,0,0.0
2364,variant,mobile,TW,319.3928771707798,0,0.0
2365,control,desktop,JP,341.0288405834474,0,0.0
2366,variant,desktop,TW,350.14048759775704,1,52.0626613366292
2367,control,desktop,TW,384.29350761107617,0,0.0
2368,control,desktop,JP,283.5279447637583,0,0.0
2369,variant,desktop,TW,231.7983417580343,0,0.0
2370,variant,mobile,US,317.9117297007226,0,0.0
2371,variant,desktop,TW,394.19055155924013,0,0.0
2372,variant,desktop,US,276.15120700229704,0,0.0
